gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000000266	420.0551	-0.04176153	0.1098135	0.4693879	0.85764
ENSMUSG00000000275	73.18031	0.01612433	0.13275781	0.6115266	0.9100232
ENSMUSG00000000276	752.1026	-0.03247509	0.09079883	0.6091293	0.9100232
ENSMUSG00000000278	68.61924	0.1368083	0.11976366	0.02885563	0.3913366
ENSMUSG00000000282	117.8977	-0.01957036	0.1240909	0.6497621	0.9236463
ENSMUSG00000000290	38.9876	0.07835366	0.15457846	0.05619495	0.4923648
ENSMUSG00000000295	78.99564	0.00935427	0.11244866	0.8647363	0.9756624
ENSMUSG00000000296	103.4728	0.05125924	0.1172048	0.3349298	0.7875882
ENSMUSG00000000301	6.515906	0.003530032	0.13839009	0.8714627	0.9773839
ENSMUSG00000000303	3.162172	0.005143479	0.14243821	0.7523249	NA
ENSMUSG00000000305	389.2227	0.008161747	0.11304219	0.8807186	0.979722
ENSMUSG00000000308	849.7568	0.0781632	0.10631344	0.2001045	0.6862639
ENSMUSG00000000317	7.026838	-0.005778885	0.13382692	0.8398276	0.9714817
ENSMUSG00000000318	1.47205	0.006142175	0.14698801	0.5763966	NA
ENSMUSG00000000320	4.083469	-0.006782642	0.14125408	0.7111903	NA
ENSMUSG00000000325	171.0075	0.1252327	0.11139513	0.04601749	0.4592528
ENSMUSG00000000326	403.2661	0.04393033	0.10908585	0.4507374	0.8492301
ENSMUSG00000000339	192.741	0.05692972	0.11013338	0.3281023	0.7836411
ENSMUSG00000000340	148.7119	0.06674562	0.12926635	0.161468	0.6464335
ENSMUSG00000000346	428.4715	-0.03021114	0.09718935	0.630689	0.9169382
ENSMUSG00000000355	147.0373	-0.04351196	0.11643177	0.4120718	0.8267177
ENSMUSG00000000359	2.482797	-0.0007551692	0.14322978	0.958656	NA
ENSMUSG00000000365	11.73405	0.03178252	0.14079532	0.2677868	0.7440452
ENSMUSG00000000374	892.9476	-0.02943625	0.08267374	0.6385236	0.9201987
ENSMUSG00000000378	284.6404	0.04073716	0.11692719	0.4370029	0.8417481
ENSMUSG00000000384	118.1682	-0.0150059	0.11261652	0.7844489	0.9579269
ENSMUSG00000000386	1.526758	0.00658607	0.14661773	0.5685254	NA
ENSMUSG00000000392	3.377443	-0.02020641	0.14381691	0.3307895	NA
ENSMUSG00000000399	482.9869	0.03521593	0.10361009	0.5628268	0.8949464
ENSMUSG00000000402	8.991361	0.02106894	0.13868854	0.4224416	0.8337826
ENSMUSG00000000409	12.54848	0.00633742	0.13566537	0.8077799	0.9641074
ENSMUSG00000000411	1.164657	0.0005126024	0.14720356	0.9562416	NA
ENSMUSG00000000416	1358.814	-0.1769718	0.170893	0.006510679	0.2433801
ENSMUSG00000000420	454.5489	0.1269585	0.12769176	0.0342399	0.4188155
ENSMUSG00000000439	228.5972	-0.02334225	0.10271003	0.7024427	0.937636
ENSMUSG00000000440	6.18901	-0.004851237	0.13537745	0.8535703	0.973774
ENSMUSG00000000441	622.0617	-0.05128216	0.07913996	0.4066334	0.8237906
ENSMUSG00000000486	0.4471045	-0.002228381	0.14923279	0.7692072	NA
ENSMUSG00000000489	77.21797	0.01400213	0.11043042	0.8045173	0.963979
ENSMUSG00000000530	71.43787	0.01537165	0.12777625	0.6860004	0.9326343
ENSMUSG00000000531	180.6975	0.007281538	0.12148631	0.8727622	0.9776864
ENSMUSG00000000532	702.5388	0.007333717	0.08070334	0.906141	0.9840431
ENSMUSG00000000538	1342.133	-0.08399724	0.10131758	0.1803656	0.6704363
ENSMUSG00000000544	0.1155471	-0.002102784	0.15284119	0.695109	NA
ENSMUSG00000000552	72.36379	-0.06005015	0.14488451	0.1112864	0.5887397
ENSMUSG00000000555	45.71987	-0.02012185	0.1337786	0.5224231	0.8821886
ENSMUSG00000000560	506.3089	-0.03135409	0.11169928	0.5758786	0.9000083
ENSMUSG00000000561	375.9186	0.04239262	0.09925472	0.4972328	0.8704505
ENSMUSG00000000562	5.203029	0.005579461	0.13971726	0.7824295	0.9579146
ENSMUSG00000000563	1100.994	-0.02814484	0.1021375	0.6465276	0.9228803
ENSMUSG00000000567	104.7493	-0.1284257	0.15690322	0.02076532	0.3568984
ENSMUSG00000000568	924.4624	-0.02281743	0.10688173	0.6991382	0.936648
ENSMUSG00000000579	61.50288	0.03579852	0.13282893	0.332232	0.7858537
ENSMUSG00000000581	254.4397	0.02257373	0.11782803	0.6534743	0.9250236
ENSMUSG00000000594	261.8801	0.07032548	0.09538151	0.2678703	0.7440452
ENSMUSG00000000600	658.4872	-0.1962884	0.12111498	0.004054075	0.2078744
ENSMUSG00000000605	1228.649	0.009598365	0.09341537	0.8795558	0.9792378
ENSMUSG00000000627	161.3084	-0.009991977	0.11568834	0.8475114	0.9725336
ENSMUSG00000000628	23.0735	0.01503057	0.1304947	0.6625982	0.9276303
ENSMUSG00000000631	1075.641	0.06110638	0.11183043	0.2878981	0.7619487
ENSMUSG00000000632	1921.652	-0.1399608	0.16840016	0.014053	0.3146992
ENSMUSG00000000673	0.8107182	0.007850174	0.15285988	0.3224424	NA
ENSMUSG00000000682	5.467482	-0.0001485988	0.1378727	0.9947054	1
ENSMUSG00000000686	9.357214	-0.02218042	0.13956192	0.3898089	0.814566
ENSMUSG00000000690	0.04395546	-0.002067156	0.15281758	0.6999592	NA
ENSMUSG00000000693	25.23361	0.04436426	0.13786073	0.2148184	0.6994086
ENSMUSG00000000706	0.9133552	0.0001712055	0.1477344	0.9843916	NA
ENSMUSG00000000708	337.9316	-0.001914962	0.116759	0.9699138	0.9949023
ENSMUSG00000000711	866.681	0.09278665	0.0969228	0.1448692	0.6297843
ENSMUSG00000000724	0.2215395	0	0.1521201	1	NA
ENSMUSG00000000730	0.1140666	0	0.1521201	1	NA
ENSMUSG00000000731	0.5079538	-0.003143303	0.14955148	0.6793397	NA
ENSMUSG00000000732	21.33332	0.02366073	0.13151304	0.4986982	0.8713833
ENSMUSG00000000738	240.5511	0.03479303	0.11624737	0.5078276	0.8760665
ENSMUSG00000000739	0.4568295	-0.004901193	0.15395486	0.4217373	NA
ENSMUSG00000000740	1629.422	0.1013256	0.09667845	0.1124539	0.5897973
ENSMUSG00000000743	468.9379	0.1243759	0.09418567	0.05330865	0.479784
ENSMUSG00000000751	324.5633	0.1033751	0.1168088	0.08131525	0.546724
ENSMUSG00000000753	30.93805	-0.04985948	0.13831042	0.1827644	0.6721552
ENSMUSG00000000759	376.0286	0.05285562	0.09777178	0.4007735	0.8203706
ENSMUSG00000000766	158.8892	-0.05027658	0.12441366	0.2893488	0.7623259
ENSMUSG00000000776	77.40036	0.08156673	0.1162972	0.1523359	0.636834
ENSMUSG00000000782	33.5638	-0.04282512	0.12874954	0.3119384	0.7753408
ENSMUSG00000000787	1981.95	0.05022357	0.10048245	0.4194229	0.8322443
ENSMUSG00000000791	3.800804	0.02316274	0.14870142	0.2097105	NA
ENSMUSG00000000792	33.2515	0.02992403	0.13446834	0.3731272	0.8060363
ENSMUSG00000000794	583.7462	-0.09698634	0.10409439	0.1207861	0.6019895
ENSMUSG00000000804	1198.428	-0.1217339	0.08084094	0.05101809	0.4713796
ENSMUSG00000000805	32.68514	-0.009910661	0.12742883	0.7936934	0.9605315
ENSMUSG00000000811	19.16539	0.04985314	0.13552316	0.20347	0.6892902
ENSMUSG00000000817	1.156622	0.0006397313	0.14678429	0.9481116	NA
ENSMUSG00000000823	602.4644	-0.05150311	0.10991492	0.3751369	0.8073852
ENSMUSG00000000826	2368.616	-0.09192891	0.12744808	0.08792773	0.5574053
ENSMUSG00000000827	288.5263	-0.05230222	0.10470381	0.3891172	0.814566
ENSMUSG00000000838	427.7223	-0.09724778	0.10800958	0.1137268	0.5921942
ENSMUSG00000000861	553.8728	-0.1659832	0.1650517	0.008591349	0.274056
ENSMUSG00000000869	0.3310135	0	0.1521201	1	NA
ENSMUSG00000000876	59.19376	0.06474691	0.12309611	0.2036094	0.6893526
ENSMUSG00000000881	1040.337	0.00214999	0.08954428	0.972974	0.9953749
ENSMUSG00000000884	22.58597	0.04050146	0.13599205	0.2575608	0.7381744
ENSMUSG00000000889	0.4865456	-0.001218776	0.15111227	0.8396689	NA
ENSMUSG00000000901	11.17377	0.03331084	0.14135428	0.2490033	0.7331362
ENSMUSG00000000902	355.4194	0.01363264	0.10197838	0.8241008	0.9676223
ENSMUSG00000000903	0.3940168	0	0.1521201	1	NA
ENSMUSG00000000915	560.1308	0.002220203	0.10435893	0.9706051	0.9949023
ENSMUSG00000000916	66.10722	0.07447231	0.13613981	0.1075041	0.58196
ENSMUSG00000000934	68.19165	0.04578397	0.12095738	0.3555749	0.7984585
ENSMUSG00000000938	0.06412521	-0.0002917655	0.15213364	0.9564838	NA
ENSMUSG00000000948	597.8028	-0.2944484	0.25427109	0.0007047462	0.0995204
ENSMUSG00000000957	40.04181	0.1174788	0.17208054	0.01961888	0.3518377
ENSMUSG00000000958	7.374008	0.01595308	0.14084785	0.4668274	0.8560365
ENSMUSG00000000959	213.4924	0.09391464	0.10159325	0.1357092	0.6185755
ENSMUSG00000000976	185.8068	-0.05021873	0.11322592	0.3690772	0.8041519
ENSMUSG00000000982	0.6541386	-0.00222408	0.14976628	0.7563923	NA
ENSMUSG00000000983	3.080647	0.004145022	0.14023852	0.8293291	NA
ENSMUSG00000001014	1.685709	-0.002949292	0.14578923	0.795014	NA
ENSMUSG00000001016	485.4105	0.003745788	0.09181425	0.9529196	0.9933729
ENSMUSG00000001017	981.4175	0.04702653	0.0955457	0.4570646	0.8513223
ENSMUSG00000001018	273.1111	-0.01685587	0.10065351	0.7851489	0.9579269
ENSMUSG00000001020	10.08167	0.003720613	0.13160477	0.9063177	0.9840431
ENSMUSG00000001021	7.701095	-0.02855383	0.14315231	0.2602146	0.7387836
ENSMUSG00000001023	0.03952348	0	0.1521201	1	NA
ENSMUSG00000001025	42.06424	0.06553228	0.1350004	0.1388325	0.6213626
ENSMUSG00000001027	0.05517465	-0.002104726	0.15284249	0.6948451	NA
ENSMUSG00000001029	8.416509	0.02105045	0.14187112	0.3605042	0.7992457
ENSMUSG00000001034	90.07204	0.005538123	0.1158338	0.9147727	0.9857811
ENSMUSG00000001036	926.7434	0.0110389	0.09935707	0.8591779	0.9746486
ENSMUSG00000001039	53.02639	0.01612483	0.12441271	0.7034892	0.9379578
ENSMUSG00000001052	341.7893	-0.1123767	0.13466515	0.0442787	0.4509776
ENSMUSG00000001053	56.30276	0.02460577	0.12434965	0.5706038	0.8985224
ENSMUSG00000001054	229.2116	0.09034816	0.11930758	0.1115242	0.5893692
ENSMUSG00000001056	125.6309	-0.01893247	0.10597282	0.7503445	0.9499915
ENSMUSG00000001062	210.8916	-0.01103568	0.11662909	0.8288212	0.9682741
ENSMUSG00000001065	180.0763	0.03076662	0.10105967	0.6185252	0.9134867
ENSMUSG00000001082	72.84644	-0.06390416	0.12835838	0.1788902	0.6702156
ENSMUSG00000001089	513.9333	-0.1327272	0.11401854	0.03515112	0.4218368
ENSMUSG00000001098	288.498	0.04519253	0.10378842	0.4584389	0.8515493
ENSMUSG00000001100	415.0173	0.06927528	0.1021711	0.2644381	0.7433844
ENSMUSG00000001103	4.594667	0.003500252	0.1425298	0.825251	NA
ENSMUSG00000001105	172.6914	0.05473267	0.11719679	0.3064757	0.7719583
ENSMUSG00000001119	1504.927	0.08434896	0.11596966	0.1420136	0.62682
ENSMUSG00000001120	179.0161	0.1355575	0.14142435	0.02227186	0.3651093
ENSMUSG00000001123	18.85471	-0.02885955	0.13354378	0.398602	0.8195271
ENSMUSG00000001127	955.3127	0.04891751	0.09894059	0.4345459	0.8403095
ENSMUSG00000001128	26.44985	0.03400194	0.13496118	0.3236707	0.7815414
ENSMUSG00000001131	0.1812388	-0.002415716	0.15299733	0.6548474	NA
ENSMUSG00000001134	26.59134	-0.02021686	0.13026619	0.5710271	0.8985403
ENSMUSG00000001138	175.8368	0.02357335	0.11470206	0.6583044	0.9265129
ENSMUSG00000001143	193.5553	-0.01848881	0.12382578	0.6694288	0.9281654
ENSMUSG00000001150	598.357	-0.1012	0.08853251	0.1124692	0.5897973
ENSMUSG00000001151	349.8932	0.03442321	0.10301424	0.5731474	0.8985953
ENSMUSG00000001155	1.001317	0.0172046	0.15647135	0.1397314	NA
ENSMUSG00000001156	208.3001	-0.05100606	0.11866767	0.3269672	0.7826776
ENSMUSG00000001157	217.3315	-0.1544854	0.1228314	0.01628878	0.3328615
ENSMUSG00000001158	119.3515	0.05386382	0.12070589	0.2895877	0.7623259
ENSMUSG00000001166	5.006491	0.01505634	0.13975928	0.5097658	0.8770159
ENSMUSG00000001173	690.7722	-0.07288471	0.10754087	0.2266167	0.711288
ENSMUSG00000001175	16957.39	-0.03248743	0.08776392	0.6083604	0.9099937
ENSMUSG00000001211	1143.141	-0.0002908176	0.09926028	0.9962715	1
ENSMUSG00000001225	1.124081	0.008799224	0.14795438	0.4363336	NA
ENSMUSG00000001227	597.7351	0.1039594	0.0890393	0.103378	0.5772104
ENSMUSG00000001228	8.587382	0.05861932	0.17794027	0.02941829	0.3928095
ENSMUSG00000001229	238.0068	-0.1266365	0.13002179	0.03327268	0.4140068
ENSMUSG00000001240	34.16054	-0.02746919	0.12877677	0.4799071	0.8613652
ENSMUSG00000001247	18.22475	0.07443841	0.15489096	0.05952151	0.5001815
ENSMUSG00000001248	658.8256	0.1802578	0.09351422	0.005818153	0.2309976
ENSMUSG00000001249	3.294835	-0.006268019	0.1418448	0.7183937	NA
ENSMUSG00000001260	570.7232	0.03031119	0.11910764	0.5407316	0.8882459
ENSMUSG00000001270	6275.685	0.1039827	0.11334692	0.08527162	0.5515976
ENSMUSG00000001280	393.3977	0.02962195	0.11260385	0.592158	0.9038984
ENSMUSG00000001281	2.907897	0.005951721	0.14297323	0.7058012	NA
ENSMUSG00000001285	149.8219	0.06205417	0.11545085	0.2627241	0.7418855
ENSMUSG00000001288	50.37041	-0.03193129	0.12399618	0.4757693	0.8598874
ENSMUSG00000001289	646.9398	0.04551247	0.10080427	0.463185	0.8539888
ENSMUSG00000001300	526.0959	-0.02112134	0.11558113	0.6868942	0.9330379
ENSMUSG00000001305	76.54562	-0.004722868	0.11379459	0.9299022	0.990215
ENSMUSG00000001313	407.7698	0.07140913	0.10660957	0.2385773	0.7221908
ENSMUSG00000001323	509.0143	-0.1767686	0.12729805	0.007927345	0.2643038
ENSMUSG00000001333	3.852322	0.00611018	0.14084634	0.7441933	NA
ENSMUSG00000001334	260.5405	-0.01195474	0.11580859	0.8177785	0.9651982
ENSMUSG00000001348	0.3788852	-0.001770793	0.15067399	0.7825278	NA
ENSMUSG00000001349	2.36569	0.003547486	0.14478195	0.7810764	NA
ENSMUSG00000001366	356.3509	-0.005594171	0.10566555	0.9251951	0.989037
ENSMUSG00000001376	714.8408	-0.122013	0.10083513	0.05680406	0.4939814
ENSMUSG00000001380	404.5295	0.07148168	0.10939153	0.2287941	0.7122741
ENSMUSG00000001383	426.0305	0.142814	0.14445306	0.01792584	0.3431429
ENSMUSG00000001403	1.417097	-0.001211449	0.14548938	0.915936	NA
ENSMUSG00000001415	735.6201	-0.007962218	0.11146741	0.8863379	0.9815372
ENSMUSG00000001416	770.3125	0.1254038	0.10175378	0.05043509	0.4690642
ENSMUSG00000001418	132.9373	0.04821956	0.11432031	0.3807339	0.8092749
ENSMUSG00000001419	837.5326	-0.1267283	0.13518055	0.03053174	0.4000242
ENSMUSG00000001420	2.346363	-0.002794398	0.14352345	0.8455077	NA
ENSMUSG00000001424	666.2934	0.1347395	0.09266792	0.03663956	0.4312696
ENSMUSG00000001435	26.31288	-0.009534508	0.12690336	0.8047736	0.963979
ENSMUSG00000001436	69.50968	0.08885273	0.1191619	0.1166475	0.5967386
ENSMUSG00000001440	1530.49	0.09565267	0.0905249	0.134198	0.6174761
ENSMUSG00000001441	817.094	-0.1908962	0.16348088	0.00489287	0.2167766
ENSMUSG00000001444	0.1155607	-0.002103004	0.15284134	0.6950791	NA
ENSMUSG00000001445	242.7652	0.03054977	0.10428804	0.6135409	0.9105967
ENSMUSG00000001467	355.4643	-0.01400061	0.10985946	0.8059414	0.963979
ENSMUSG00000001472	2224.423	0.1307185	0.0918551	0.04223406	0.4472947
ENSMUSG00000001473	4.239335	0.02358297	0.15194639	0.1608476	NA
ENSMUSG00000001482	282.5968	-0.09262954	0.09725873	0.145299	0.6302214
ENSMUSG00000001493	5.514446	0.0353528	0.18712794	0.02437332	0.3744646
ENSMUSG00000001494	0.5411216	-0.003595119	0.15370401	0.5210367	NA
ENSMUSG00000001496	13.41143	-0.01173181	0.13451668	0.6810707	0.9315373
ENSMUSG00000001504	2.584903	0.0100994	0.14688386	0.4326163	NA
ENSMUSG00000001506	23.46215	0.04467752	0.15580139	0.08924583	0.5586044
ENSMUSG00000001507	79.15852	0.04008447	0.12203591	0.4021207	0.8211775
ENSMUSG00000001508	0.2807479	0.00079799	0.15215684	0.8821101	NA
ENSMUSG00000001517	9.213925	-0.008839535	0.13982699	0.6705537	0.9283786
ENSMUSG00000001518	107.75	0.04894238	0.11512839	0.3690124	0.8041173
ENSMUSG00000001520	97.25604	0.03103861	0.12493235	0.4772019	0.8608568
ENSMUSG00000001521	96.65704	-0.04762205	0.13229502	0.242911	0.7278946
ENSMUSG00000001524	70.14727	0.04215568	0.12639518	0.3407844	0.7915555
ENSMUSG00000001525	1920.719	0.03451391	0.09000151	0.5868461	0.9027121
ENSMUSG00000001542	140.6096	-0.05227154	0.11601603	0.3341457	0.7871018
ENSMUSG00000001552	325.7719	0.0129592	0.11266194	0.8130092	0.9643781
ENSMUSG00000001555	35.51099	-0.0323854	0.13236624	0.3732276	0.8060363
ENSMUSG00000001558	2.652165	-0.005147243	0.14397475	0.7172742	NA
ENSMUSG00000001569	222.7243	0.04733945	0.11473154	0.3863572	0.8129229
ENSMUSG00000001576	549.9979	-0.0006914533	0.0967176	0.9912231	0.9994485
ENSMUSG00000001583	0.3130506	0	0.1521201	1	NA
ENSMUSG00000001588	0.2445368	0.002400867	0.15287416	0.6594319	NA
ENSMUSG00000001604	1.048029	0.008511735	0.14897647	0.4119176	NA
ENSMUSG00000001627	160.4005	0.03054908	0.1158401	0.5616043	0.8942345
ENSMUSG00000001630	220.7444	-0.05167806	0.09586185	0.4137227	0.8270978
ENSMUSG00000001632	214.4138	-0.05555707	0.10449836	0.3616316	0.800234
ENSMUSG00000001642	257.262	0.02735987	0.10826047	0.638794	0.9204749
ENSMUSG00000001655	0.06078082	0	0.1521201	1	NA
ENSMUSG00000001663	35.16871	0.01149437	0.12721219	0.7642618	0.9538797
ENSMUSG00000001665	15.72357	0.01430751	0.1311941	0.6685128	0.9278861
ENSMUSG00000001666	74.2202	0.00410201	0.11778491	0.9342134	0.9908033
ENSMUSG00000001670	0.576351	0.002656109	0.14910476	0.7339067	NA
ENSMUSG00000001672	3.038684	0.007726281	0.1441513	0.6016993	NA
ENSMUSG00000001674	119.6623	-0.01868053	0.11398129	0.7283001	0.9438515
ENSMUSG00000001687	1296.089	0.08026526	0.10389015	0.194714	0.6814677
ENSMUSG00000001700	93.05875	0.04271882	0.11608521	0.4225059	0.8337826
ENSMUSG00000001707	95.79425	-0.01055791	0.11654179	0.8363701	0.970709
ENSMUSG00000001729	731.6134	0.1020042	0.10489491	0.1029857	0.5769513
ENSMUSG00000001739	2.363766	-0.01591486	0.15043876	0.2347149	NA
ENSMUSG00000001741	25.03378	0.01327308	0.1259531	0.7409457	0.9477763
ENSMUSG00000001750	71.30676	0.04241967	0.12988043	0.3043001	0.7715709
ENSMUSG00000001751	54.41445	0.02167144	0.12301336	0.6268681	0.9167408
ENSMUSG00000001755	101.7495	0.05017968	0.1081393	0.3951514	0.8182959
ENSMUSG00000001761	90.46935	0.06518199	0.12848101	0.172311	0.6620559
ENSMUSG00000001763	59.26953	0.03310804	0.12143073	0.4861003	0.8634633
ENSMUSG00000001767	186.2464	0.004793977	0.10746759	0.9347185	0.9908033
ENSMUSG00000001768	205.4466	0.04700533	0.11638688	0.3785445	0.8088227
ENSMUSG00000001773	71.3671	-0.01405197	0.11623791	0.785036	0.9579269
ENSMUSG00000001774	280.3097	-0.01679077	0.09843806	0.7881623	0.9588744
ENSMUSG00000001783	664.586	0.08835559	0.10325786	0.1565911	0.6412278
ENSMUSG00000001785	184.4079	0.1543328	0.1086831	0.0178991	0.3431429
ENSMUSG00000001786	258.8715	0.0004586119	0.10350809	0.993967	0.9998754
ENSMUSG00000001794	358.9163	0.07434431	0.11441229	0.1933716	0.6810591
ENSMUSG00000001802	345.8925	-0.007859867	0.09730271	0.9003033	0.9840431
ENSMUSG00000001815	0.1783387	-0.002104726	0.15284249	0.6948451	NA
ENSMUSG00000001827	1.568742	0.004863918	0.14579606	0.681299	NA
ENSMUSG00000001829	337.1727	0.0008546107	0.112801	0.9875015	0.9992958
ENSMUSG00000001833	1691.906	-0.01260115	0.10247646	0.83668	0.970709
ENSMUSG00000001844	112.2199	0.005878765	0.108141	0.9194083	0.9870878
ENSMUSG00000001847	1490.528	0.007299187	0.0758727	0.904322	0.9840431
ENSMUSG00000001855	330.7851	-0.04672185	0.14320217	0.160945	0.6464335
ENSMUSG00000001864	74.70253	-0.05118099	0.12661293	0.2651222	0.7440452
ENSMUSG00000001870	44.24383	0.01697557	0.12433868	0.689834	0.9339812
ENSMUSG00000001891	523.0341	-0.0219633	0.09889962	0.7248099	0.942838
ENSMUSG00000001901	12.26341	0.03005543	0.1368232	0.3387213	0.7900959
ENSMUSG00000001909	280.115	-0.003657566	0.09913777	0.9531613	0.9934127
ENSMUSG00000001910	462.1601	0.02955934	0.08936748	0.6414976	0.9211118
ENSMUSG00000001911	228.2556	-0.06367033	0.13819825	0.1304639	0.6118215
ENSMUSG00000001918	12.72187	0.08344319	0.17867117	0.02587295	0.3817207
ENSMUSG00000001924	1869.266	0.08764195	0.08198123	0.1614993	0.6464335
ENSMUSG00000001930	132.8775	-0.01882726	0.12631241	0.6404825	0.9211118
ENSMUSG00000001942	117.4951	-0.04887035	0.11272491	0.3842201	0.8116207
ENSMUSG00000001943	4.201788	-0.01665361	0.14573207	0.3339194	NA
ENSMUSG00000001946	60.37841	0.008956321	0.12115565	0.8453751	0.9725336
ENSMUSG00000001948	9.062972	0.03514336	0.14293981	0.2181605	0.7035426
ENSMUSG00000001962	70.7272	0.05855081	0.11921333	0.2652254	0.7440452
ENSMUSG00000001964	107.5472	0.04477374	0.12194712	0.3567279	0.7992457
ENSMUSG00000001983	41.0499	0.1006917	0.13154587	0.06355222	0.5073375
ENSMUSG00000001985	583.3144	-0.009695834	0.11568354	0.8519749	0.9733248
ENSMUSG00000001986	1678.703	-0.2100499	0.12457199	0.002522644	0.1771995
ENSMUSG00000001988	5.243343	-0.006322152	0.13964221	0.757203	0.951394
ENSMUSG00000001995	265.9531	-0.015898	0.10494347	0.7910904	0.9597637
ENSMUSG00000001998	171.4083	-0.03758344	0.11687615	0.4715274	0.8583767
ENSMUSG00000001999	68.41781	0.0168816	0.12282213	0.7035879	0.9379578
ENSMUSG00000002006	971.5652	0.09997216	0.10430758	0.1102424	0.5869349
ENSMUSG00000002007	33.00293	-0.01593973	0.1365122	0.5553142	0.8920738
ENSMUSG00000002010	510.9716	0.1118566	0.09842458	0.08023534	0.546435
ENSMUSG00000002012	546.4016	0.1392942	0.1282943	0.02408344	0.3744646
ENSMUSG00000002014	189.6297	0.06164489	0.11189525	0.2836614	0.7575363
ENSMUSG00000002015	219.9665	0.0530596	0.09428759	0.4028417	0.821387
ENSMUSG00000002017	112.54	-0.0257114	0.10485011	0.6691043	0.9280541
ENSMUSG00000002020	4.592034	0.07046433	0.21031107	0.01078561	NA
ENSMUSG00000002028	1781.933	-0.07804414	0.13651722	0.09752458	0.570648
ENSMUSG00000002031	153.296	0.05957838	0.11095909	0.303463	0.7709461
ENSMUSG00000002032	96.97641	-0.02717022	0.11073603	0.6313228	0.9172843
ENSMUSG00000002043	35.97616	-0.01074342	0.12105478	0.8157878	0.9644758
ENSMUSG00000002052	1209.338	0.1315668	0.07780729	0.03231652	0.4095503
ENSMUSG00000002055	23.76681	-0.008745181	0.1326897	0.7746134	0.9555621
ENSMUSG00000002058	57.71102	0.05154088	0.12568428	0.2698209	0.744635
ENSMUSG00000002059	134.9485	0.1114674	0.13449301	0.04545329	0.4561146
ENSMUSG00000002064	185.9772	0.003619008	0.11155395	0.9481073	0.9925132
